id,title,url,upload_date,matching_questions,similarity,output,volatility_3d,threshold_label,result
508,Trump says Jan. 6 investigators should go to jail'. Hear Liz Cheney's response,https://www.youtube.com/watch?v=C1E3a4eB6P8,2024-12-09T12:54:59Z,Will Biden pardon Trump?,0.7059258222579956,No impact,0.0409,Impact,0
510,Kash Patel threatens legal action against former WH colleague,https://www.youtube.com/watch?v=1km_uxAUD9k,2024-12-05T17:00:20Z,Will Kash Patel be Trump's FBI director?,0.6191009283065796,Impact,0.0238,Impact,1
511,'It has to be a deepfake': South Korean opposition leader on martial law announcement,https://www.youtube.com/watch?v=7EoIr5VpzKg,2024-12-05T13:09:49Z,South Korean President impeached by Friday?,0.6304676532745361,Impact,0.499,Impact,1
512,'It has to be a deepfake': South Korean opposition leader on martial law announcement,https://www.youtube.com/watch?v=7EoIr5VpzKg,2024-12-05T13:09:49Z,South Korean President impeached in 2024?,0.6224029064178467,Impact,0.7324,Impact,1
513,Haberman on what she's hearing from Trump's orbit about Hegseth,https://www.youtube.com/watch?v=Gv_qWFYnpbc,2024-12-05T03:00:11Z,Will Pete Hegseth be Trump's Defense Secretary?,0.6349701881408691,Impact,0.235,Impact,1
514,Haberman on what she's hearing from Trump's orbit about Hegseth,https://www.youtube.com/watch?v=Gv_qWFYnpbc,2024-12-05T03:00:11Z,Pete Hegseth nomination withdrawn by Friday?,0.6173789501190186,Impact,0.4968,Impact,1
515,Soldier points rifle at lawmaker outside South Korean parliament,https://www.youtube.com/watch?v=aBEDaKKMahw,2024-12-04T13:52:28Z,South Korean President impeached by Friday?,0.6912301182746887,Impact,0.4511,Impact,1
516,Soldier points rifle at lawmaker outside South Korean parliament,https://www.youtube.com/watch?v=aBEDaKKMahw,2024-12-04T13:52:28Z,South Korean President impeached in 2024?,0.6658384799957275,Impact,0.6292,Impact,1
517,Major ramifications': Retired colonel reacts to South Korean president's walk-back of martial law,https://www.youtube.com/watch?v=FXprtcoSsq4,2024-12-04T00:45:00Z,South Korean President impeached by Friday?,0.6706547737121582,Impact,0.4511,Impact,1
518,Major ramifications': Retired colonel reacts to South Korean president's walk-back of martial law,https://www.youtube.com/watch?v=FXprtcoSsq4,2024-12-04T00:45:00Z,South Korean President impeached in 2024?,0.6699249148368835,Impact,0.6292,Impact,1
519,Yoon backtracks after plunging South Korea into chaos with martial law order,https://www.youtube.com/watch?v=ecxdbWtLYNE,2024-12-03T20:30:32Z,North Korea x South Korea military clash in 2024?,0.6107579469680786,Impact,0.0888,Impact,1
520,CNN political commentators get into heated debate over Hunter Biden pardon,https://www.youtube.com/watch?v=3uCYhevAJhM,2024-12-02T18:29:19Z,Will Biden pardon Trump?,0.6505696773529053,Impact,0.5736,Impact,1
521,CNN political commentators get into heated debate over Hunter Biden pardon,https://www.youtube.com/watch?v=3uCYhevAJhM,2024-12-02T18:29:19Z,Will Biden pardon SBF?,0.6440200805664062,No impact,0.2169,Impact,0
523,Democratic lawmaker: Hunter Biden's pardon 'will be used against us',https://www.youtube.com/watch?v=M4bJYlyK6ms,2024-12-02T13:58:55Z,Will Biden pardon Trump?,0.653263509273529,No impact,0.5736,Impact,0
526,Kasie Hunt rolls the tape on Biden after pardoning his son,https://www.youtube.com/watch?v=X5QFyaLU0lk,2024-12-02T12:31:57Z,Will Biden pardon Trump?,0.6412006616592407,No impact,0.5736,Impact,0
530,Elon Musk and Trump dance to 'Y-M-C-A' at Thanksgiving dinner,https://www.youtube.com/watch?v=jF8BGvXJ_Ps,2024-11-29T18:11:55Z,Trump nominates Elon Musk to Cabinet?,0.6741906404495239,Impact,0.1057,Impact,1
531,Hear Putin's comments after Russia's large-scale overnight attack on Ukrainian energy infrastructure,https://www.youtube.com/watch?v=kjsiK0LZ_N8,2024-11-28T19:14:54Z,Ukraine hits Moscow before 2025?,0.6008498668670654,No impact,0.2332,Impact,0
532,Hear why Haberman thinks the Trump-Musk partnership could have staying power,https://www.youtube.com/watch?v=iVkSqBHDZBg,2024-11-28T03:00:25Z,Trump nominates Elon Musk to Cabinet?,0.6027488708496094,Impact,0.0691,Impact,1
533,"How Mexico, Canada and China are reacting to Trump's tariff threats",https://www.youtube.com/watch?v=ytcnFer58JA,2024-11-27T02:30:36Z,Will Trump impose 25% tariff on Mexico or Canada before February?,0.7611685991287231,No impact,0.0425,Impact,0
534,"Trump promises massive tariff hikes on goods from Mexico, Canada and China on Day 1",https://www.youtube.com/watch?v=AqY9Hz7S4bc,2024-11-26T03:09:13Z,Trump imposes 40% tariff on China in first 100 days?,0.6621653437614441,No impact,0.0435,Impact,0
535,Gaetz says he's not returning to Congress next year,https://www.youtube.com/watch?v=sYn2h9Sv9A4,2024-11-22T17:37:36Z,Will Matt Gaetz be Trump's Attorney General?,0.6840658187866211,Impact,0.4121,Impact,1
536,Gaetz says he's not returning to Congress next year,https://www.youtube.com/watch?v=sYn2h9Sv9A4,2024-11-22T17:37:36Z,Will Gaetz be sworn in with the new congress?,0.6373430490493774,No impact,0.5607,Impact,0
537,Elon Musk and Jeff Bezos publicly sparring over Trump,https://www.youtube.com/watch?v=2Eo2Ra9EHKg,2024-11-22T13:06:08Z,Elon Musk out as Head of DOGE before July?,0.6173655986785889,Impact,0.0947,Impact,1
540,Bob Woodward's theory on why Trump stood behind Gaetz,https://www.youtube.com/watch?v=NZJwM0nUm3c,2024-11-21T20:55:59Z,Will Matt Gaetz be Trump's Attorney General?,0.6504617929458618,Impact,0.5736,Impact,1
541,Nikki Haley slams Tulsi Gabbard as Trump's pick for spy chief,https://www.youtube.com/watch?v=zLcXSX6hRRM,2024-11-21T12:55:11Z,Tulsi Gabbard confirmed as Director of National Intelligence?,0.8068341016769409,Impact,0.07,Impact,1
542,Nikki Haley slams Tulsi Gabbard as Trump's pick for spy chief,https://www.youtube.com/watch?v=zLcXSX6hRRM,2024-11-21T12:55:11Z,Will Trump formally nominate Tulsi Gabbard to the cabinet?,0.6829540133476257,Impact,0.0839,Impact,1
544,Confidential files including deposition of Matt Gaetz accuser breached,https://www.youtube.com/watch?v=fqUX1_XYvNI,2024-11-20T00:10:06Z,Matt Gaetz Ethics Report made public in November?,0.6561992168426514,Impact,0.1977,Impact,1
545,Confidential files including deposition of Matt Gaetz accuser breached,https://www.youtube.com/watch?v=fqUX1_XYvNI,2024-11-20T00:10:06Z,Will Matt Gaetz be Trump's Attorney General?,0.6394171118736267,Impact,0.53,Impact,1
546,Confidential files including deposition of Matt Gaetz accuser breached,https://www.youtube.com/watch?v=fqUX1_XYvNI,2024-11-20T00:10:06Z,Matt Gaetz confirmed as Attorney General?,0.6127917766571045,Impact,0.0196,No impact,0
547,Hear what key GOP senator said about Matt Gaetz's ethics report,https://www.youtube.com/watch?v=f_sT8tupyuU,2024-11-19T20:15:02Z,Will Matt Gaetz be Trump's Attorney General?,0.7111813426017761,Impact,0.598,Impact,1
548,Hear what key GOP senator said about Matt Gaetz's ethics report,https://www.youtube.com/watch?v=f_sT8tupyuU,2024-11-19T20:15:02Z,Will Matthew Whitaker be Trump's Attorney General?,0.6559658050537109,No impact,1.6366,Impact,0
549,Hear what key GOP senator said about Matt Gaetz's ethics report,https://www.youtube.com/watch?v=f_sT8tupyuU,2024-11-19T20:15:02Z,Trump formally nominates Matt Gaetz for AG?,0.6308789253234863,Impact,0.1482,Impact,1
550,Hear what key GOP senator said about Matt Gaetz's ethics report,https://www.youtube.com/watch?v=f_sT8tupyuU,2024-11-19T20:15:02Z,Matt Gaetz confirmed as Attorney General?,0.6235880255699158,Impact,0.1878,Impact,1
552,Hear what key GOP senator said about Matt Gaetz's ethics report,https://www.youtube.com/watch?v=f_sT8tupyuU,2024-11-19T20:15:02Z,Will Trump use a recess appointment for Matt Gaetz?,0.6109505891799927,Impact,0.5422,Impact,1
553,Hear what key GOP senator said about Matt Gaetz's ethics report,https://www.youtube.com/watch?v=f_sT8tupyuU,2024-11-19T20:15:02Z,Will Mike Davis be Trump's Attorney General?,0.6051062345504761,No impact,0.4063,Impact,0
555,Military expert reacts to Ukraine striking inside Russia with US-made missiles,https://www.youtube.com/watch?v=c-JejVGWH_s,2024-11-19T16:56:06Z,Ukraine hits Moscow before 2025?,0.6220893859863281,Impact,0.0937,Impact,1
556,Ukraine fires US-made longer-range missiles into Russia,https://www.youtube.com/watch?v=SuW9FFjvjNQ,2024-11-19T13:49:57Z,Ukraine hits Moscow before 2025?,0.6482692360877991,Impact,0.0937,Impact,1
557,"How Ukraine's new access to US' long-range missiles could change the war, according to experts",https://www.youtube.com/watch?v=ECHM3i0ThkY,2024-11-19T01:30:06Z,Ukraine hits Moscow before 2025?,0.6068770885467529,Impact,0.0937,Impact,1
558,"Trump DOD pick Hegseth paid accuser but denies sexual assault, attorney says",https://www.youtube.com/watch?v=z_7QF-cJ1sY,2024-11-18T01:20:48Z,Will Pete Hegseth be Trump's Defense Secretary?,0.6973334550857544,Impact,0.071,Impact,1
559,"Trump DOD pick Hegseth paid accuser but denies sexual assault, attorney says",https://www.youtube.com/watch?v=z_7QF-cJ1sY,2024-11-18T01:20:48Z,Pete Hegseth confirmed as Secretary of Defense?,0.6421789526939392,Impact,0.0462,Impact,1
560,House GOP leader tells Jake Tapper why ethics committee report on Gaetz should not be released,https://www.youtube.com/watch?v=8y7WrViMfL0,2024-11-17T23:57:45Z,Matt Gaetz Ethics Report made public by Sunday?,0.6067519783973694,No impact,0.0,No impact,1
561,Trump determined to see Gaetz confirmed as AG despite controversies,https://www.youtube.com/watch?v=U2xsviC14IQ,2024-11-17T01:45:02Z,Will Matt Gaetz be Trump's Attorney General?,0.7711223363876343,Impact,0.0335,Impact,1
562,Trump determined to see Gaetz confirmed as AG despite controversies,https://www.youtube.com/watch?v=U2xsviC14IQ,2024-11-17T01:45:02Z,Matt Gaetz confirmed as Attorney General?,0.7555903792381287,Impact,0.1506,Impact,1
563,Trump determined to see Gaetz confirmed as AG despite controversies,https://www.youtube.com/watch?v=U2xsviC14IQ,2024-11-17T01:45:02Z,Trump formally nominates Matt Gaetz for AG?,0.7179915308952332,Impact,0.2448,Impact,1
564,Why former GOP Rep. predicts Gaetz nomination will be withdrawn,https://www.youtube.com/watch?v=m_cmH5Hlsjo,2024-11-16T13:00:54Z,Trump formally nominates Matt Gaetz for AG?,0.6714774370193481,Impact,0.1397,Impact,1
570,"Woman told House Ethics Committee she saw Gaetz have sex with a minor, lawyer says",https://www.youtube.com/watch?v=v1wqYBPOqD8,2024-11-16T02:54:32Z,Matt Gaetz Ethics Report made public by Sunday?,0.6557250022888184,Impact,0.4848,Impact,1
571,Will the Senate confirm all of Trump's picks? Wallace and his panel discuss,https://www.youtube.com/watch?v=yujM1t81bCw,2024-11-16T00:28:17Z,Will Matt Gaetz be Trump's Attorney General?,0.7512606382369995,Impact,0.1317,Impact,1
572,Will the Senate confirm all of Trump's picks? Wallace and his panel discuss,https://www.youtube.com/watch?v=yujM1t81bCw,2024-11-16T00:28:17Z,Matt Gaetz confirmed as Attorney General?,0.7252734899520874,Impact,0.2716,Impact,1
573,Will the Senate confirm all of Trump's picks? Wallace and his panel discuss,https://www.youtube.com/watch?v=yujM1t81bCw,2024-11-16T00:28:17Z,Trump formally nominates Matt Gaetz for AG?,0.721515417098999,Impact,0.1397,Impact,1
574,Will the Senate confirm all of Trump's picks? Wallace and his panel discuss,https://www.youtube.com/watch?v=yujM1t81bCw,2024-11-16T00:28:17Z,Will Trump use a recess appointment for Matt Gaetz?,0.6746535301208496,Impact,0.1798,Impact,1
578,Maggie Haberman explains the thinking behind Trump's controversial picks,https://www.youtube.com/watch?v=aPysMxF7ZC0,2024-11-14T22:26:04Z,Trump nominates RFK Jr. to Cabinet?,0.7099506855010986,Impact,0.0,No impact,0
579,Maggie Haberman explains the thinking behind Trump's controversial picks,https://www.youtube.com/watch?v=aPysMxF7ZC0,2024-11-14T22:26:04Z,Will Trump nominate RFK Jr. for HHS Secretary?,0.6609743237495422,Impact,0.0,No impact,0
581,Ronan Farrow: Elon Musk could potentially cut the budgets of agencies investigating him,https://www.youtube.com/watch?v=KMVSP2iYxQU,2024-11-14T18:52:46Z,Trump nominates Elon Musk to Cabinet?,0.6261328458786011,Impact,0.5941,Impact,1
583,Worst cabinet-level appointment in history': Bolton on Trump picking Gabbard,https://www.youtube.com/watch?v=E_3lrQWB47c,2024-11-14T14:43:17Z,Trump nominates Tulsi Gabbard to Cabinet?,0.6980655193328857,Impact,0.026,Impact,1
586,Where do you think I lost my legs?': Senator fires back at Trump's DOD pick,https://www.youtube.com/watch?v=5GEv5MG8ep0,2024-11-14T13:54:01Z,Pete Hegseth confirmed as Secretary of Defense?,0.6415634155273438,Impact,0.0418,Impact,1
588,See reactions to Trump's pick of Matt Gaetz for attorney general,https://www.youtube.com/watch?v=TXaowYnxR_U,2024-11-14T12:15:03Z,Matt Gaetz confirmed as Attorney General?,0.7422763109207153,Impact,0.2698,Impact,1
597,Conway explains why Gaetz is the 'perfect' AG for Trump,https://www.youtube.com/watch?v=AeLzc8H5JH8,2024-11-14T11:30:05Z,Will Trump nominate Mike Davis for Attorney General?,0.6390066146850586,No impact,0.4619,Impact,0
598,Conway explains why Gaetz is the 'perfect' AG for Trump,https://www.youtube.com/watch?v=AeLzc8H5JH8,2024-11-14T11:30:05Z,Will Trump nominate Will Levi for Attorney General?,0.613825798034668,No impact,0.5485,Impact,0
599,Conway explains why Gaetz is the 'perfect' AG for Trump,https://www.youtube.com/watch?v=AeLzc8H5JH8,2024-11-14T11:30:05Z,Will Trump nominate Mike Lee for Attorney General?,0.6082744598388672,No impact,0.5672,Impact,0
600,National Security expert reacts to Trump picking Tulsi Gabbard for Director of National Intelligence,https://www.youtube.com/watch?v=nSkKGWMeymw,2024-11-14T03:51:37Z,Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,0.6140594482421875,Impact,0.4491,Impact,1
601,Honig on why he thinks Matt Gaetz is a crazy pick' for attorney general,https://www.youtube.com/watch?v=OSwY0jqq1bE,2024-11-14T01:49:00Z,Matt Gaetz confirmed as Attorney General?,0.716041624546051,Impact,0.2698,Impact,1
602,Honig on why he thinks Matt Gaetz is a crazy pick' for attorney general,https://www.youtube.com/watch?v=OSwY0jqq1bE,2024-11-14T01:49:00Z,Will Trump nominate Matthew G. Whitaker for Attorney General?,0.6128526926040649,Impact,0.5711,Impact,1
603,Dangerously unqualified': Congressman issues stark warning after Trump picks Gaetz for AG,https://www.youtube.com/watch?v=87oUGjKAxRY,2024-11-13T22:12:51Z,Will Trump nominate Will Levi for Attorney General?,0.636883020401001,Impact,0.5485,Impact,1
604,Dangerously unqualified': Congressman issues stark warning after Trump picks Gaetz for AG,https://www.youtube.com/watch?v=87oUGjKAxRY,2024-11-13T22:12:51Z,Will Trump nominate Jeff Clark for Attorney General?,0.6087692975997925,Impact,0.5511,Impact,1
605,Dangerously unqualified': Congressman issues stark warning after Trump picks Gaetz for AG,https://www.youtube.com/watch?v=87oUGjKAxRY,2024-11-13T22:12:51Z,Will Trump nominate Eric Schmitt for Attorney General?,0.6051114797592163,No impact,0.5522,Impact,0
606,Dangerously unqualified': Congressman issues stark warning after Trump picks Gaetz for AG,https://www.youtube.com/watch?v=87oUGjKAxRY,2024-11-13T22:12:51Z,Will Trump nominate John Ratcliffe for Attorney General?,0.6024870872497559,No impact,0.5052,Impact,0
607,Biden to Trump: Welcome back',https://www.youtube.com/watch?v=1Vif2iLsN_o,2024-11-13T17:00:25Z,Will Joe Biden attend presidential inauguration?,0.6425411701202393,No impact,0.0053,No impact,1
608,Hear Ty Cobb's reaction to Trump possibly pardoning Jan. 6 rioters,https://www.youtube.com/watch?v=0EXgciZoNXg,2024-11-13T12:38:36Z,Will Trump nominate Marco Rubio for Secretary of State?,0.6343860626220703,No impact,0.139,Impact,0
611,Hear Ty Cobb's reaction to Trump possibly pardoning Jan. 6 rioters,https://www.youtube.com/watch?v=0EXgciZoNXg,2024-11-13T12:38:36Z,Trump wins and picks Dimon for Treasury Secretary?,0.6045598387718201,No impact,0.172,Impact,0
613,Bolton: Trump's defense secretary pick is a 'loyalty choice',https://www.youtube.com/watch?v=nja8Gg86gS0,2024-11-13T02:34:24Z,Will Trump nominate Tom Cotton for Defense Secretary?,0.6626412272453308,No impact,0.4269,Impact,0
614,Bolton: Trump's defense secretary pick is a 'loyalty choice',https://www.youtube.com/watch?v=nja8Gg86gS0,2024-11-13T02:34:24Z,Will Trump nominate Robert OBrien for Defense Secretary?,0.6361425518989563,No impact,0.5189,Impact,0
615,Bolton: Trump's defense secretary pick is a 'loyalty choice',https://www.youtube.com/watch?v=nja8Gg86gS0,2024-11-13T02:34:24Z,Will Trump nominate Mike Pompeo for Defense Secretary?,0.625984787940979,No impact,0.3022,Impact,0
618,Bolton: Trump's defense secretary pick is a 'loyalty choice',https://www.youtube.com/watch?v=nja8Gg86gS0,2024-11-13T02:34:24Z,Will Trump nominate Christopher Miller for Defense Secretary?,0.6017467379570007,No impact,0.49,Impact,0
633,Analyst says Rubio as secretary of state pick puts China at center of Trump's policy,https://www.youtube.com/watch?v=dy91oGUlGiQ,2024-11-12T04:13:51Z,Will Trump nominate Marco Rubio for Secretary of State?,0.8117151260375977,Impact,1.2617,Impact,1
634,Ex-DHS official speaks out about Trump's new border czar,https://www.youtube.com/watch?v=1JOAf8m822A,2024-11-11T19:20:24Z,Will Trump nominate Thomas Homan for Homeland Security Secretary?,0.6606349945068359,No impact,0.2554,Impact,0
635,Incoming border czar' details Trump administration's plans to handle illegal immigration,https://www.youtube.com/watch?v=3yzZDJok7vc,2024-11-11T16:01:38Z,Will Trump nominate Thomas Homan for Homeland Security Secretary?,0.6385127305984497,No impact,0.2554,Impact,0
636,Fareed's take: Democrats blew it by making three big mistakes,https://www.youtube.com/watch?v=9yx_re0FyZM,2024-11-10T23:45:02Z,Kamala Harris wins the popular vote?,0.6148203015327454,Impact,0.433,Impact,1
637,The goal should be to deport every illegal': GOP senator-elect on Trump's mass deportation plans,https://www.youtube.com/watch?v=TsI3XQlyRUE,2024-11-08T19:54:37Z,Trump deportation executive order on Day 1?,0.6172686815261841,Impact,0.5188,Impact,1
638,He's playing coy': Russia expert explains Putin's reaction to Trump's win,https://www.youtube.com/watch?v=75jaxrSRB7M,2024-11-08T13:59:01Z,Trump ends Ukraine war before inauguration?,0.6102688312530518,Impact,0.144,Impact,1
641,Watch Biden's full speech addressing nation after the presidential election,https://www.youtube.com/watch?v=MdFqTsP5U54,2024-11-07T17:04:39Z,Will Donald Trump be inaugurated?,0.6060691475868225,No impact,0.0014,No impact,1
642,Harris speaks with Trump and concedes 2024 race,https://www.youtube.com/watch?v=Bqhp-hmpLW0,2024-11-06T19:58:30Z,Kamala Harris blowout victory?,0.6769609451293945,No impact,0.5704,Impact,0
643,Harris speaks with Trump and concedes 2024 race,https://www.youtube.com/watch?v=Bqhp-hmpLW0,2024-11-06T19:58:30Z,Kamala Harris wins the popular vote?,0.6252157688140869,No impact,1.0096,Impact,0
644,Harris speaks with Trump and concedes 2024 race,https://www.youtube.com/watch?v=Bqhp-hmpLW0,2024-11-06T19:58:30Z,Will Kamala Harris concede by Friday?,0.6124258637428284,No impact,0.6353,Impact,0
645,Kara Swisher issues warning about Elon Musk after Trump win,https://www.youtube.com/watch?v=uWISCJiQupY,2024-11-06T16:58:21Z,Trump nominates Elon Musk to Cabinet?,0.6096551418304443,Impact,0.4319,Impact,1
646,CNN projects Donald Trump wins critical battleground state of Pennsylvania,https://www.youtube.com/watch?v=AvqohCB-1Uw,2024-11-06T07:29:10Z,Will Donald Trump win the popular vote in the 2024 Presidential Election?,0.6244192123413086,Impact,1.4456,Impact,1
647,CNN projects Donald Trump wins critical battleground state of Pennsylvania,https://www.youtube.com/watch?v=AvqohCB-1Uw,2024-11-06T07:29:10Z,Trump eligible to vote in the election?,0.6072751879692078,Impact,0.0006,No impact,0
648,CNN projects Donald Trump wins critical battleground state of Pennsylvania,https://www.youtube.com/watch?v=AvqohCB-1Uw,2024-11-06T07:29:10Z,Will Trump get 82-84m votes in the 2024 U.S. Presidential Election?,0.600033164024353,Impact,0.2557,Impact,1
649,CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,2024-11-06T04:57:29Z,Will the Republican candidate win North Carolina by 0%-1.0%?,0.6768819093704224,Impact,0.4949,Impact,1
650,CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,2024-11-06T04:57:29Z,Will the Democratic candidate win North Carolina by 0%-1.0%?,0.6654810905456543,Impact,0.5757,Impact,1
651,CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,2024-11-06T04:57:29Z,Will the Republican candidate win North Carolina by 2.0%-3.0%?,0.6637160181999207,Impact,0.4099,Impact,1
652,CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,2024-11-06T04:57:29Z,Will the Republican candidate win North Carolina by 1.0%-2.0%?,0.6596395969390869,Impact,0.4862,Impact,1
653,CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,2024-11-06T04:57:29Z,Will the Democratic candidate win North Carolina by 2%-3.0%?,0.6574285626411438,Impact,0.5718,Impact,1
654,CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,2024-11-06T04:57:29Z,Will the Republican candidate win North Carolina by 4.0% or more?,0.6569353938102722,Impact,0.6545,Impact,1
655,CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,2024-11-06T04:57:29Z,Will the Democratic candidate win North Carolina by 1%-2.0%?,0.6541116833686829,Impact,0.5744,Impact,1
656,CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,2024-11-06T04:57:29Z,Will the Republican candidate win North Carolina by 3.0%-4.0%?,0.6502078175544739,Impact,7.0101,Impact,1
657,CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,2024-11-06T04:57:29Z,Will the Democratic candidate win North Carolina by 3%-4.0%?,0.6469254493713379,Impact,0.5222,Impact,1
658,CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,2024-11-06T04:57:29Z,Will the Democratic candidate win North Carolina by 4.0% or more?,0.6418198943138123,Impact,0.5732,Impact,1
659,CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,2024-11-06T04:57:29Z,Will Kamala Harris win another state by the largest margin?,0.6265767216682434,Impact,0.5292,Impact,1
660,CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,2024-11-06T04:57:29Z,Will Kamala Harris win Delaware by the largest margin?,0.6041268110275269,No impact,0.547,Impact,0
661,CNN projects Donald Trump will win North Carolina,https://www.youtube.com/watch?v=_SWPPhDuKl4,2024-11-06T04:57:29Z,Will North Carolina be the tipping point state?,0.6037364602088928,Impact,12.4461,Impact,1
662,Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,2024-11-06T03:24:39Z,Will the Republican candidate win North Carolina by 4.0% or more?,0.6339349746704102,Impact,0.6545,Impact,1
663,Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,2024-11-06T03:24:39Z,Will the Democratic candidate win North Carolina by 4.0% or more?,0.6306595802307129,Impact,0.5732,Impact,1
664,Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,2024-11-06T03:24:39Z,Will the Democratic candidate win North Carolina by 3%-4.0%?,0.6174671649932861,Impact,0.5222,Impact,1
665,Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,2024-11-06T03:24:39Z,Will the Republican candidate win North Carolina by 0%-1.0%?,0.6168064475059509,Impact,0.4949,Impact,1
666,Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,2024-11-06T03:24:39Z,Will the Republican candidate win North Carolina by 3.0%-4.0%?,0.6124920845031738,Impact,7.0101,Impact,1
667,Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,2024-11-06T03:24:39Z,Will the Democratic candidate win North Carolina by 0%-1.0%?,0.6120232343673706,Impact,0.5757,Impact,1
668,Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,2024-11-06T03:24:39Z,Will the Republican candidate win North Carolina by 1.0%-2.0%?,0.610047459602356,Impact,0.4862,Impact,1
669,Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,2024-11-06T03:24:39Z,Will the Republican candidate win North Carolina by 2.0%-3.0%?,0.6095113754272461,Impact,0.4099,Impact,1
670,Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,2024-11-06T03:24:39Z,Will the Democratic candidate win North Carolina by 2%-3.0%?,0.6081135272979736,Impact,0.5718,Impact,1
671,Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,2024-11-06T03:24:39Z,Will the Democratic candidate win North Carolina by 1%-2.0%?,0.6076737642288208,Impact,0.5744,Impact,1
672,Where things stand in battleground North Carolina,https://www.youtube.com/watch?v=9JnoohGnVs8,2024-11-06T03:24:39Z,"Trump wins 287-251 - AZ, GA, NV, NC, PA",0.6028046607971191,Impact,0.5735,Impact,1
673,Chris Wallace reacts to what we know about 2024 results so far,https://www.youtube.com/watch?v=vCQhf3RslMo,2024-11-06T02:23:47Z,Will a Democrat win Wisconsin Presidential Election?,0.6027278900146484,Impact,0.5768,Impact,1
674,Chris Wallace reacts to what we know about 2024 results so far,https://www.youtube.com/watch?v=vCQhf3RslMo,2024-11-06T02:23:47Z,Will the Democratic candidate win Wisconsin by 4.0% or more?,0.6012985706329346,Impact,5.5067,Impact,1
675,Chris Wallace reacts to what we know about 2024 results so far,https://www.youtube.com/watch?v=vCQhf3RslMo,2024-11-06T02:23:47Z,Will the Democratic candidate win Wisconsin by 0%-1.0%?,0.6000075340270996,Impact,0.5759,Impact,1
676,Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,2024-11-06T01:30:58Z,Will the Republican candidate win North Carolina by 4.0% or more?,0.6354643106460571,Impact,0.6545,Impact,1
677,Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,2024-11-06T01:30:58Z,Will the Republican candidate win North Carolina by 0%-1.0%?,0.6349892020225525,Impact,0.4949,Impact,1
678,Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,2024-11-06T01:30:58Z,Will the Republican candidate win North Carolina by 2.0%-3.0%?,0.6308025121688843,Impact,0.4099,Impact,1
679,Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,2024-11-06T01:30:58Z,Will the Republican candidate win North Carolina by 1.0%-2.0%?,0.6284793615341187,Impact,0.4862,Impact,1
680,Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,2024-11-06T01:30:58Z,Will the Democratic candidate win North Carolina by 2%-3.0%?,0.6266031265258789,Impact,0.5718,Impact,1
681,Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,2024-11-06T01:30:58Z,Will the Democratic candidate win North Carolina by 4.0% or more?,0.6256728172302246,Impact,0.5732,Impact,1
682,Reporters outline the mood inside the Trump and Harris camps as some polls close,https://www.youtube.com/watch?v=KTzJ32E2u0M,2024-11-06T01:30:58Z,Will the Democratic candidate win North Carolina by 0%-1.0%?,0.6255538463592529,Impact,0.5757,Impact,1
