title,url,matching_questions,emb_file,graph_file,change_1d,change_3d,change_5d
Sean Hannity: The very first confirmation hearing of the new Trump era is in the books,https://www.youtube.com/watch?v=mLWzZ-eEUAY,Will Mitch McConnell vote to confirm Pete Hegseth as Secretary of Defense?,data/emb_0454.pt,data/graph_0454.pt,0,0,0
Sean Hannity: The very first confirmation hearing of the new Trump era is in the books,https://www.youtube.com/watch?v=mLWzZ-eEUAY,Will Pete Hegseth be Trump's Defense Secretary?,data/emb_0454.pt,data/graph_0454.pt,1,1,1
Sean Hannity: The very first confirmation hearing of the new Trump era is in the books,https://www.youtube.com/watch?v=mLWzZ-eEUAY,Will Susan Collins vote to confirm Pete Hegseth as Secretary of Defense?,data/emb_0454.pt,data/graph_0454.pt,1,1,1
Sean Hannity: The very first confirmation hearing of the new Trump era is in the books,https://www.youtube.com/watch?v=mLWzZ-eEUAY,Will John Fetterman vote to confirm Pete Hegseth as Secretary of Defense?,data/emb_0454.pt,data/graph_0454.pt,0,1,1
Jesse Watters: Dems underestimated Hegseth,https://www.youtube.com/watch?v=W7j7TCJ1h-s,Pete Hegseth confirmed as Secretary of Defense?,data/emb_0459.pt,data/graph_0459.pt,1,1,1
Jesse Watters: Dems underestimated Hegseth,https://www.youtube.com/watch?v=W7j7TCJ1h-s,Will Pete Hegseth be Trump's Defense Secretary?,data/emb_0459.pt,data/graph_0459.pt,1,1,1
Jesse Watters: Dems underestimated Hegseth,https://www.youtube.com/watch?v=W7j7TCJ1h-s,Will John Curtis vote to confirm Pete Hegseth as Secretary of Defense?,data/emb_0459.pt,data/graph_0459.pt,0,1,1
Jesse Watters: Dems underestimated Hegseth,https://www.youtube.com/watch?v=W7j7TCJ1h-s,Will Susan Collins vote to confirm Pete Hegseth as Secretary of Defense?,data/emb_0459.pt,data/graph_0459.pt,1,1,1
Jesse Watters: Dems underestimated Hegseth,https://www.youtube.com/watch?v=W7j7TCJ1h-s,Will Mitch McConnell vote to confirm Pete Hegseth as Secretary of Defense?,data/emb_0459.pt,data/graph_0459.pt,0,0,0
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Pete Hegseth confirmed as Secretary of Defense?,data/emb_0464.pt,data/graph_0464.pt,1,1,1
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will Pete Hegseth be Trump's Defense Secretary?,data/emb_0464.pt,data/graph_0464.pt,1,1,1
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will John Fetterman vote to confirm Pete Hegseth as Secretary of Defense?,data/emb_0464.pt,data/graph_0464.pt,0,1,1
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will Mitch McConnell vote to confirm Pete Hegseth as Secretary of Defense?,data/emb_0464.pt,data/graph_0464.pt,0,0,0
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will Susan Collins vote to confirm Pete Hegseth as Secretary of Defense?,data/emb_0464.pt,data/graph_0464.pt,1,1,1
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will John Curtis vote to confirm Pete Hegseth as Secretary of Defense?,data/emb_0464.pt,data/graph_0464.pt,0,1,1
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will Lisa Murkowski vote to confirm Pete Hegseth as Secretary of Defense?,data/emb_0464.pt,data/graph_0464.pt,0,1,1
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will Mike Rogers be Trump's Defense Secretary?,data/emb_0464.pt,data/graph_0464.pt,0,1,0
'Nailed it': GOP senator believes Hegseth 'without question' will be the next SecDef,https://www.youtube.com/watch?v=FlVVen5w7Gc,Will Tom Cotton be Trump's Defense Secretary?,data/emb_0464.pt,data/graph_0464.pt,0,0,0
The Five reacts to contentious Hegseth confirmation hearing,https://www.youtube.com/watch?v=NvRfNjoX5as,Will Pete Hegseth be Trump's Defense Secretary?,data/emb_0473.pt,data/graph_0473.pt,1,1,1
The Five reacts to contentious Hegseth confirmation hearing,https://www.youtube.com/watch?v=NvRfNjoX5as,Pete Hegseth confirmed as Secretary of Defense?,data/emb_0473.pt,data/graph_0473.pt,1,1,1
The Five reacts to contentious Hegseth confirmation hearing,https://www.youtube.com/watch?v=NvRfNjoX5as,Will Mike Rogers be Trump's Defense Secretary?,data/emb_0473.pt,data/graph_0473.pt,0,0,0
The Five reacts to contentious Hegseth confirmation hearing,https://www.youtube.com/watch?v=NvRfNjoX5as,Will Ron DeSantis be Trump's Defense Secretary?,data/emb_0473.pt,data/graph_0473.pt,0,0,0
WATCH: Hecklers removed from Pete Hegseth's confirmation hearing,https://www.youtube.com/watch?v=1IujRoVGiJk,Will Robert O'Brien be Trump's Defense Secretary?,data/emb_0477.pt,data/graph_0477.pt,1,0,1
WATCH: Hecklers removed from Pete Hegseth's confirmation hearing,https://www.youtube.com/watch?v=1IujRoVGiJk,Will Christopher Miller be Trump's Defense Secretary?,data/emb_0477.pt,data/graph_0477.pt,0,0,0
WATCH: Hecklers removed from Pete Hegseth's confirmation hearing,https://www.youtube.com/watch?v=1IujRoVGiJk,Will Mike Rogers be Trump's Defense Secretary?,data/emb_0477.pt,data/graph_0477.pt,0,0,0
WATCH: Hecklers removed from Pete Hegseth's confirmation hearing,https://www.youtube.com/watch?v=1IujRoVGiJk,Will Mike Pompeo be Trump's Defense Secretary?,data/emb_0477.pt,data/graph_0477.pt,1,0,1
WATCH: Hecklers removed from Pete Hegseth's confirmation hearing,https://www.youtube.com/watch?v=1IujRoVGiJk,Will Mike Gallagher be Trump's Defense Secretary?,data/emb_0477.pt,data/graph_0477.pt,1,0,0
WATCH: Hecklers removed from Pete Hegseth's confirmation hearing,https://www.youtube.com/watch?v=1IujRoVGiJk,Will Ron DeSantis be Trump's Defense Secretary?,data/emb_0477.pt,data/graph_0477.pt,0,0,0
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Pete Hegseth be Trump's Defense Secretary?,data/emb_0483.pt,data/graph_0483.pt,1,1,1
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Pete Hegseth confirmed as Secretary of Defense?,data/emb_0483.pt,data/graph_0483.pt,1,1,1
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Mike Rogers be Trump's Defense Secretary?,data/emb_0483.pt,data/graph_0483.pt,0,0,0
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Robert O'Brien be Trump's Defense Secretary?,data/emb_0483.pt,data/graph_0483.pt,1,0,1
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Thomas Massie be Trump's Defense Secretary?,data/emb_0483.pt,data/graph_0483.pt,0,0,0
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Tom Cotton be Trump's Defense Secretary?,data/emb_0483.pt,data/graph_0483.pt,1,0,0
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Ron DeSantis be Trump's Defense Secretary?,data/emb_0483.pt,data/graph_0483.pt,0,0,0
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Joni Ernst be Trump's Defense Secretary?,data/emb_0483.pt,data/graph_0483.pt,0,0,0
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Christopher Miller be Trump's Defense Secretary?,data/emb_0483.pt,data/graph_0483.pt,0,0,0
Schumer reportedly directed Dems to pressure Trump nominees: 'SHAMEFUL',https://www.youtube.com/watch?v=7jD5B4aUyA4,Will Mike Pompeo be Trump's Defense Secretary?,data/emb_0483.pt,data/graph_0483.pt,1,0,1
JD Vance TORCHES Biden for leaving 'dumpster fire' for incoming Trump admin,https://www.youtube.com/watch?v=1sEz2aNHrkU,Will Biden pardon Trump?,data/emb_0493.pt,data/graph_0493.pt,0,0,1
JD Vance TORCHES Biden for leaving 'dumpster fire' for incoming Trump admin,https://www.youtube.com/watch?v=1sEz2aNHrkU,Will Biden issue more pardons than Trump?,data/emb_0493.pt,data/graph_0493.pt,0,0,0
JD Vance TORCHES Biden for leaving 'dumpster fire' for incoming Trump admin,https://www.youtube.com/watch?v=1sEz2aNHrkU,Will Joe Biden attend presidential inauguration?,data/emb_0493.pt,data/graph_0493.pt,1,0,0
"ALL BLAZE, NO GLORY: Biden takes heat over flurry of last-minute policy moves",https://www.youtube.com/watch?v=YWOrOmAIRS0,Will Joe Biden attend presidential inauguration?,data/emb_0496.pt,data/graph_0496.pt,1,0,0
'TOOK MY BREATH AWAY': Trump NYC sentencing skewered by legal experts,https://www.youtube.com/watch?v=Kvmopxgx0B8,Will Jay Clayton be Trump's Attorney General?,data/emb_0497.pt,data/graph_0497.pt,0,0,0
'TOOK MY BREATH AWAY': Trump NYC sentencing skewered by legal experts,https://www.youtube.com/watch?v=Kvmopxgx0B8,Will Todd Blanche be Trump's Attorney General?,data/emb_0497.pt,data/graph_0497.pt,0,0,0
'TOOK MY BREATH AWAY': Trump NYC sentencing skewered by legal experts,https://www.youtube.com/watch?v=Kvmopxgx0B8,Will Matthew Whitaker be Trump's Attorney General?,data/emb_0497.pt,data/graph_0497.pt,0,0,0
SCOTUS declines to stop Trumps sentencing,https://www.youtube.com/watch?v=WjpPUBxVpM8,Will Trump appeal his hush money conviction?,data/emb_0500.pt,data/graph_0500.pt,1,1,1
"Judge Merchan is 'desperate' to sentence Trump, Katie Cherkasky argues",https://www.youtube.com/watch?v=0pHUAiroHUs,Trump's January 10 sentencing pushed back?,data/emb_0501.pt,data/graph_0501.pt,0,0,0
Expert calls to shut down Bidens woke nonsense in fiery interview,https://www.youtube.com/watch?v=ZXedN4IK1kg,Will Trump withdraw from Paris climate agreement in first 100 days?,data/emb_0502.pt,data/graph_0502.pt,0,0,0
Former national security adviser warns ISIS is 'on the rise',https://www.youtube.com/watch?v=uuO9NcySck0,Will Robert O'Brien be Trump's Defense Secretary?,data/emb_0503.pt,data/graph_0503.pt,1,1,0
This was lawfare against Trump: Jonathan Turley,https://www.youtube.com/watch?v=MIGnczybegs,Trump sentenced to prison in NY case before inauguration?,data/emb_0504.pt,data/graph_0504.pt,0,0,0
"Judge denies Trump bid to dismiss conviction, schedules sentencing before Inauguration Day",https://www.youtube.com/watch?v=QrzTRmVrQzo,Trump sentenced to prison in NY case before inauguration?,data/emb_0505.pt,data/graph_0505.pt,1,1,1
'The Five' calls out Biden for 'wallowing in self-pity',https://www.youtube.com/watch?v=uyRj5ZRgRA4,Will Joe Biden attend presidential inauguration?,data/emb_0506.pt,data/graph_0506.pt,1,1,1
'WARNING SHOT': Trump team puts sanctuary leaders on notice,https://www.youtube.com/watch?v=rT1eqJp2F7k,Trump deportation executive order on Day 1?,data/emb_0507.pt,data/graph_0507.pt,0,0,0
'WARNING SHOT': Trump team puts sanctuary leaders on notice,https://www.youtube.com/watch?v=rT1eqJp2F7k,Trump deportation executive order in first 100 days?,data/emb_0507.pt,data/graph_0507.pt,0,1,1
SPEAKER FIGHT: Trump 'strongly encouraged' to step in to avoid election certification delay,https://www.youtube.com/watch?v=6_bU2n34-80,Will Trump be Speaker by January 1?,data/emb_0509.pt,data/graph_0509.pt,0,0,0
Kayleigh McEnany: Trump has big plans on Day 1,https://www.youtube.com/watch?v=rZRz7RJidGM,Trump deportation executive order on Day 1?,data/emb_0510.pt,data/graph_0510.pt,1,1,1
Kayleigh McEnany: Trump has big plans on Day 1,https://www.youtube.com/watch?v=rZRz7RJidGM,Trump deportation executive order in first 100 days?,data/emb_0510.pt,data/graph_0510.pt,1,1,1
Pompeo issues warning about Iranian nuclear threat: 'Make sure this never happens',https://www.youtube.com/watch?v=_3pLOCYeIMw,Will Mike Pompeo be Trump's Defense Secretary?,data/emb_0512.pt,data/graph_0512.pt,0,1,1
'The Five' roasts AOC's 'spiral',https://www.youtube.com/watch?v=eF1gpAL07uY,Will Elon Musk be a member of the Trump administration?,data/emb_0513.pt,data/graph_0513.pt,0,0,0
'GET BEHIND IT': Republicans urged to end Dems' 'last tool' to obstruct Trump agenda,https://www.youtube.com/watch?v=10RgCdl7yN0,One Trump Cabinet confirmation in January?,data/emb_0514.pt,data/graph_0514.pt,0,0,0
'GET BEHIND IT': Republicans urged to end Dems' 'last tool' to obstruct Trump agenda,https://www.youtube.com/watch?v=10RgCdl7yN0,Nine Trump Cabinet confirmations in January?,data/emb_0514.pt,data/graph_0514.pt,1,1,1
'GET BEHIND IT': Republicans urged to end Dems' 'last tool' to obstruct Trump agenda,https://www.youtube.com/watch?v=10RgCdl7yN0,No Trump Cabinet confirmations in January?,data/emb_0514.pt,data/graph_0514.pt,0,0,0
'GET BEHIND IT': Republicans urged to end Dems' 'last tool' to obstruct Trump agenda,https://www.youtube.com/watch?v=10RgCdl7yN0,Five Trump Cabinet confirmations in January?,data/emb_0514.pt,data/graph_0514.pt,0,0,0
Did Congress just want to get home for the holidays?,https://www.youtube.com/watch?v=u4Q7UN5-3FY,Debt ceiling abolished before Trump inauguration?,data/emb_0518.pt,data/graph_0518.pt,1,0,0
Speaker Mike Johnson speaks after House passes interim spending bill,https://www.youtube.com/watch?v=tsVLgrK8CP0,Congress passes funding bill before Trump inauguration?,data/emb_0519.pt,data/graph_0519.pt,1,1,1
"Elon Musk triggers fury of Hillary, Dems",https://www.youtube.com/watch?v=iWFEC94DK-s,Will Elon Musk be a member of the Trump administration?,data/emb_0520.pt,data/graph_0520.pt,0,0,1
"Elon Musk triggers fury of Hillary, Dems",https://www.youtube.com/watch?v=iWFEC94DK-s,Trump nominates Elon Musk to Cabinet?,data/emb_0520.pt,data/graph_0520.pt,0,0,0
"Elon Musk triggers fury of Hillary, Dems",https://www.youtube.com/watch?v=iWFEC94DK-s,Will Elon Musk attend presidential inauguration?,data/emb_0520.pt,data/graph_0520.pt,0,1,1
'The Five': Trump and DOGE bros win push to kill massive spending bill,https://www.youtube.com/watch?v=kRhqvlFp5MM,Will Elon Musk be a member of the Trump administration?,data/emb_0523.pt,data/graph_0523.pt,1,1,1
'The Five': Trump and DOGE bros win push to kill massive spending bill,https://www.youtube.com/watch?v=kRhqvlFp5MM,Trump nominates Elon Musk to Cabinet?,data/emb_0523.pt,data/graph_0523.pt,1,0,1
'The Five': Trump and DOGE bros win push to kill massive spending bill,https://www.youtube.com/watch?v=kRhqvlFp5MM,Will Elon Musk attend presidential inauguration?,data/emb_0523.pt,data/graph_0523.pt,0,1,1
Trump team TORCHES Elizabeth Warren after Elon Musk criticism: 'Mic drop',https://www.youtube.com/watch?v=qMbvovkAsiw,Will Elon Musk be a member of the Trump administration?,data/emb_0526.pt,data/graph_0526.pt,0,1,1
Trump team TORCHES Elizabeth Warren after Elon Musk criticism: 'Mic drop',https://www.youtube.com/watch?v=qMbvovkAsiw,Trump nominates Elon Musk to Cabinet?,data/emb_0526.pt,data/graph_0526.pt,0,0,0
Dems ROAST Biden for disappearing after losing to Trump,https://www.youtube.com/watch?v=F-9-bA7pz7A,Will Joe Biden attend presidential inauguration?,data/emb_0528.pt,data/graph_0528.pt,0,0,0
This was the 'beginning of the end' for Justin Trudeau,https://www.youtube.com/watch?v=9ku30MoKpTY,Trudeau resigns before February?,data/emb_0529.pt,data/graph_0529.pt,0,1,0
Hannity: A reckoning is coming,https://www.youtube.com/watch?v=I4hAllgtDKo,Will Biden issue more pardons than Trump?,data/emb_0530.pt,data/graph_0530.pt,1,0,0
Hannity: A reckoning is coming,https://www.youtube.com/watch?v=I4hAllgtDKo,Will Biden pardon Trump?,data/emb_0530.pt,data/graph_0530.pt,1,1,1
Jesse Watters: Can Michelle Obama dance away her Trump woes?,https://www.youtube.com/watch?v=IVYC_p2Mcis,Will Michelle Obama attend presidential inauguration?,data/emb_0532.pt,data/graph_0532.pt,0,0,1
New details revealed on Trump's possible day-one executive actions,https://www.youtube.com/watch?v=-9k7ochhfgk,Will Trump formally nominate RFK Jr. to the cabinet?,data/emb_0533.pt,data/graph_0533.pt,0,0,0
New details revealed on Trump's possible day-one executive actions,https://www.youtube.com/watch?v=-9k7ochhfgk,Will RFK be a member of the Trump administration?,data/emb_0533.pt,data/graph_0533.pt,0,1,1
'FAT SHAMING!': Whoopi Goldberg goes after RFK Jr.,https://www.youtube.com/watch?v=6IcUix2u7WA,RFK Jr. confirmed as Health & Human Services Secretary?,data/emb_0535.pt,data/graph_0535.pt,0,0,0
"Biden commutes nearly 1,500 sentences, pardons 39",https://www.youtube.com/watch?v=DFC9-q-Gn3I,Will Biden pardon Trump?,data/emb_0536.pt,data/graph_0536.pt,0,0,0
CENSORED AMERICANS: Jim Jordan reacts to Christopher Wrays resignation,https://www.youtube.com/watch?v=BZyRLy8onHE,Will Trump remove FBI director Christopher Wray?,data/emb_0537.pt,data/graph_0537.pt,0,0,0
FBI Director Christopher Wray to resign before Trump takes office,https://www.youtube.com/watch?v=_dNXiE5yG0A,Will Trump remove FBI director Christopher Wray?,data/emb_0538.pt,data/graph_0538.pt,1,1,1
Army veterans who served under Pete Hegseth praise his leadership | Will Cain Show,https://www.youtube.com/watch?v=RsbF0h-qUc8,Pete Hegseth confirmed as Secretary of Defense?,data/emb_0539.pt,data/graph_0539.pt,1,0,1
Army veterans who served under Pete Hegseth praise his leadership | Will Cain Show,https://www.youtube.com/watch?v=RsbF0h-qUc8,Will Pete Hegseth be Trump's Defense Secretary?,data/emb_0539.pt,data/graph_0539.pt,1,0,1
Army veterans who served under Pete Hegseth praise his leadership | Will Cain Show,https://www.youtube.com/watch?v=RsbF0h-qUc8,Will Mike Rogers be Trump's Defense Secretary?,data/emb_0539.pt,data/graph_0539.pt,0,1,1
Army veterans who served under Pete Hegseth praise his leadership | Will Cain Show,https://www.youtube.com/watch?v=RsbF0h-qUc8,Will Robert O'Brien be Trump's Defense Secretary?,data/emb_0539.pt,data/graph_0539.pt,0,0,0
Hegseth praises Trump for standing by him: 'Backbone of steel',https://www.youtube.com/watch?v=A2A9i5qqnjs,Pete Hegseth confirmed as Secretary of Defense?,data/emb_0543.pt,data/graph_0543.pt,0,0,0
Hegseth praises Trump for standing by him: 'Backbone of steel',https://www.youtube.com/watch?v=A2A9i5qqnjs,Will Pete Hegseth be Trump's Defense Secretary?,data/emb_0543.pt,data/graph_0543.pt,0,0,0
Sage Steele: KJP deserved this questioning,https://www.youtube.com/watch?v=A75I9rHHo4Q,Will Biden pardon Trump?,data/emb_0545.pt,data/graph_0545.pt,0,0,0
TRUMP TRANSITION: Alina Habba tapped for counselor to president,https://www.youtube.com/watch?v=rw0HEolhwO0,Will Trump pardon Ross Ulbricht in his first 100 days?,data/emb_0546.pt,data/graph_0546.pt,0,1,1
'OUTRAGEOUS': Lara Trump suspects Biden has 'a lot more to hide',https://www.youtube.com/watch?v=SZhGDXeZ1b4,Will Biden pardon Trump?,data/emb_0547.pt,data/graph_0547.pt,0,0,0
KJP grilled over Hunter Biden pardon: 'Do you owe an apology to the American people?',https://www.youtube.com/watch?v=UnZTQQlmz2w,Will Biden pardon Trump?,data/emb_0548.pt,data/graph_0548.pt,0,1,1
'OVER THE TOP': House speaker slams Dems' character assassination of Trump picks,https://www.youtube.com/watch?v=5napzQQ2DYA,Pete Hegseth confirmed as Secretary of Defense?,data/emb_0549.pt,data/graph_0549.pt,1,1,1
'OVER THE TOP': House speaker slams Dems' character assassination of Trump picks,https://www.youtube.com/watch?v=5napzQQ2DYA,Will Pete Hegseth be Trump's Defense Secretary?,data/emb_0549.pt,data/graph_0549.pt,1,1,1
'OVER THE TOP': House speaker slams Dems' character assassination of Trump picks,https://www.youtube.com/watch?v=5napzQQ2DYA,Will Mike Rogers be Trump's Defense Secretary?,data/emb_0549.pt,data/graph_0549.pt,1,0,0
'OVER THE TOP': House speaker slams Dems' character assassination of Trump picks,https://www.youtube.com/watch?v=5napzQQ2DYA,Will Mike Pompeo be Trump's Defense Secretary?,data/emb_0549.pt,data/graph_0549.pt,0,0,0
Fetterman calls NY Trump case politically motivated on The View,https://www.youtube.com/watch?v=dXqmnVTGNBQ,Will Biden pardon Trump?,data/emb_0553.pt,data/graph_0553.pt,0,1,1
Jesse Watters predicts 'St. Joe' might be 'doling out pardons for Christmas',https://www.youtube.com/watch?v=n6dzRiYnNPg,Will Biden pardon Trump?,data/emb_0554.pt,data/graph_0554.pt,0,1,1
Biden aides weigh pardons for those in Trump's 'crosshairs': Report,https://www.youtube.com/watch?v=2u8xNxgdE7o,Will Biden pardon Trump?,data/emb_0555.pt,data/graph_0555.pt,0,1,1
The Five: Biden loses his most loyal foot soldier after Hunter pardon,https://www.youtube.com/watch?v=6D_tcV05Mxg,Will Biden pardon Trump?,data/emb_0556.pt,data/graph_0556.pt,0,1,1
Pete Hegseth's mother sets record straight: 'He's a warrior',https://www.youtube.com/watch?v=c4o3k0T10F8,Will Pete Hegseth be Trump's Defense Secretary?,data/emb_0557.pt,data/graph_0557.pt,1,1,1
Pete Hegseth's mother sets record straight: 'He's a warrior',https://www.youtube.com/watch?v=c4o3k0T10F8,Pete Hegseth confirmed as Secretary of Defense?,data/emb_0557.pt,data/graph_0557.pt,1,1,1
Former Obama staffers FURIOUS over Hunter Biden's pardon: 'Full of s---',https://www.youtube.com/watch?v=pxYydYUgX1c,Will Biden pardon Trump?,data/emb_0559.pt,data/graph_0559.pt,1,1,1
Hunter Biden's pardon leaves Dems with deepening 'identity crisis',https://www.youtube.com/watch?v=3Yq62SAibq4,Will Biden pardon Trump?,data/emb_0560.pt,data/graph_0560.pt,1,1,1
MSNBC pundit left speechless by Hunter Biden pardon news,https://www.youtube.com/watch?v=sYPY3zwG2RA,Will Biden pardon Trump?,data/emb_0561.pt,data/graph_0561.pt,0,0,0
Ron DeSantis: This is a corrupt abuse of power,https://www.youtube.com/watch?v=LIdmPZa1oP8,Will Biden pardon Trump?,data/emb_0562.pt,data/graph_0562.pt,0,0,0
'Nervous laughter': Trump delivers warning to Trudeau at Mar-a-Lago,https://www.youtube.com/watch?v=6TraGJw290U,Will Trump impose 25% tariff on Mexico or Canada before February?,data/emb_0563.pt,data/graph_0563.pt,1,0,0
Special counsel doesn't want Hunter Biden case dismissed: No 'selective prosecution',https://www.youtube.com/watch?v=gXP2bjqXPhI,Will Biden pardon Trump?,data/emb_0564.pt,data/graph_0564.pt,0,0,0
Judge Jeanine: Hunter's pardon shows the Bidens are afraid of something,https://www.youtube.com/watch?v=Wd0ScLo6RpY,Will Biden pardon Trump?,data/emb_0565.pt,data/graph_0565.pt,0,0,0
The Five: Trump 'drops a bomb' on the deep state,https://www.youtube.com/watch?v=1Ho6Loq4zsk,Will Kash Patel be Trump's FBI director?,data/emb_0566.pt,data/graph_0566.pt,1,1,1
The Five: Trump 'drops a bomb' on the deep state,https://www.youtube.com/watch?v=1Ho6Loq4zsk,Kash Patel confirmed as Director of the FBI?,data/emb_0566.pt,data/graph_0566.pt,1,1,1
Kayleigh McEnany: There is a HUGE disparity with this.,https://www.youtube.com/watch?v=dICkMZik1bQ,Will Biden pardon Trump?,data/emb_0568.pt,data/graph_0568.pt,1,1,1
This is fantastic news for Donald Trump: Kerri Urbahn,https://www.youtube.com/watch?v=n8dpGPmT8RM,Will Biden pardon Trump?,data/emb_0569.pt,data/graph_0569.pt,1,1,1
"Trump's FBI pick will uncover 'a lot of evidence' of weaponization, KT McFarland warns",https://www.youtube.com/watch?v=aEbmGdl-FSk,Will Pam Bondi be Trump's Attorney General?,data/emb_0570.pt,data/graph_0570.pt,1,0,1
"Trump's FBI pick will uncover 'a lot of evidence' of weaponization, KT McFarland warns",https://www.youtube.com/watch?v=aEbmGdl-FSk,Pam Bondi confirmed as Attorney General?,data/emb_0570.pt,data/graph_0570.pt,0,0,1
'I'm just floored!': Hosts react to Hunter Biden pardon,https://www.youtube.com/watch?v=9XroGxpzasc,Will Biden pardon Trump?,data/emb_0572.pt,data/graph_0572.pt,1,1,1
Mexican president reverses course after Trump threat,https://www.youtube.com/watch?v=tYxI3CwMN8k,Will Trump impose 25% tariff on Mexico or Canada before February?,data/emb_0573.pt,data/graph_0573.pt,0,1,0
Doocy: This is a remarkable move,https://www.youtube.com/watch?v=9uhH1RI41hk,Will Biden pardon Trump?,data/emb_0574.pt,data/graph_0574.pt,1,1,1
'Got this one wrong': Dems RIP Biden for pardoning Hunter in major reversal,https://www.youtube.com/watch?v=5j1mYRO7AzU,Will Biden pardon Trump?,data/emb_0575.pt,data/graph_0575.pt,1,1,1
CHANGE OF HEART: Biden defends sons pardon,https://www.youtube.com/watch?v=qDfBiQvrfzU,Will Biden pardon Trump?,data/emb_0576.pt,data/graph_0576.pt,1,1,1
Trey Gowdy: Biden was always going to pardon his son,https://www.youtube.com/watch?v=cCuEPFvjDls,Will Biden pardon Trump?,data/emb_0577.pt,data/graph_0577.pt,1,1,1
Bret Baier: This pardon was earlier than expected,https://www.youtube.com/watch?v=ACm7Wc077F8,Will Biden pardon Trump?,data/emb_0578.pt,data/graph_0578.pt,1,1,1
President Biden pardons son Hunter,https://www.youtube.com/watch?v=tntqI_D5oVQ,Will Biden pardon Trump?,data/emb_0579.pt,data/graph_0579.pt,1,1,1
"This is the real villain of politics, expert warns",https://www.youtube.com/watch?v=ORWZaQCmNWs,Will Trump impose 25% tariff on Mexico or Canada before February?,data/emb_0580.pt,data/graph_0580.pt,0,0,0
"Harris has herself to blame for 2024 loss, Julie Banderas says",https://www.youtube.com/watch?v=iGDoZpQOyPQ,Tulsi Gabbard confirmed as Director of National Intelligence?,data/emb_0581.pt,data/graph_0581.pt,0,1,1
"Watters: If you think Dem backstabbing with Biden was bad, just wait",https://www.youtube.com/watch?v=tN9nXWuaPTU,Will Biden pardon Trump?,data/emb_0582.pt,data/graph_0582.pt,0,0,0
THREE-FOLD THREAT: Former DOD official warns the US is in a most dangerous time,https://www.youtube.com/watch?v=7uzFSb-UTYk,Will Pam Bondi be Trump's Attorney General?,data/emb_0583.pt,data/graph_0583.pt,1,1,0
THREE-FOLD THREAT: Former DOD official warns the US is in a most dangerous time,https://www.youtube.com/watch?v=7uzFSb-UTYk,Pam Bondi confirmed as Attorney General?,data/emb_0583.pt,data/graph_0583.pt,1,1,1
YOURE FIRED: Trump plans to slash entire Jack Smith team,https://www.youtube.com/watch?v=J-56RYnWJiQ,Will Pam Bondi be Trump's Attorney General?,data/emb_0585.pt,data/graph_0585.pt,0,1,1
YOURE FIRED: Trump plans to slash entire Jack Smith team,https://www.youtube.com/watch?v=J-56RYnWJiQ,Pam Bondi confirmed as Attorney General?,data/emb_0585.pt,data/graph_0585.pt,0,1,1
Jesse Watters: Pam Bondi's a winner because the deep state sounds awfully nervous,https://www.youtube.com/watch?v=nm8rkV3_xh0,Will Matt Gaetz be Trump's Attorney General?,data/emb_0587.pt,data/graph_0587.pt,1,1,1
Jesse Watters: Pam Bondi's a winner because the deep state sounds awfully nervous,https://www.youtube.com/watch?v=nm8rkV3_xh0,Will Robert Giuffra be Trump's Attorney General?,data/emb_0587.pt,data/graph_0587.pt,0,0,0
